timestamp,factory_id,line_id,shift,product_id,order_id,planned_qty,produced_qty,scrap_qty,defects_count,defect_type,cycle_time_s,oee,availability,performance,quality,machine_state,downtime_reason,maintenance_type,maintenance_due_date,vibration_mm_s,temperature_c,pressure_bar,energy_kwh,operator_id,workorder_status
2025-11-05 00:30:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-5786,62,53,3,1,None,30.02,0.917,1.0,0.976,0.94,Running,None,Preventive,2025-11-07,2.995,33.97,6.91,12.845,OP-004,In-Progress
2025-11-05 00:45:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-6733,56,48,1,1,None,25.78,0.929,1.0,0.964,0.964,Running,None,Corrective,2025-11-07,2.435,37.75,6.49,11.454,OP-014,In-Progress
2025-11-05 00:45:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-3243,46,39,0,0,None,25.43,0.889,1.0,0.908,0.979,Running,None,Inspection,2025-11-08,2.261,36.36,7.01,11.74,OP-006,In-Progress
2025-11-05 00:45:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-1789,41,40,4,4,None,43.55,0.739,1.0,0.823,0.898,Running,None,Corrective,2025-11-19,1.453,34.39,6.22,11.068,OP-018,In-Progress
2025-11-05 01:00:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-9998,63,58,0,0,None,35.1,0.712,1.0,0.712,1.0,Running,None,Corrective,2025-11-07,2.19,38.79,6.59,11.116,OP-015,In-Progress
2025-11-05 01:00:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-2291,72,66,0,0,None,31.59,0.755,1.0,0.755,1.0,Running,None,Preventive,2025-11-05,2.796,37.27,6.14,11.758,OP-015,In-Progress
2025-11-05 01:00:00,FRA-PLANT-01,Line-C,Shift-3,P-Gadget,WO-20251105-9814,62,62,0,0,None,28.77,0.827,1.0,0.84,0.985,Running,None,Preventive,2025-11-07,2.545,38.16,6.41,13.033,OP-020,Completed
2025-11-05 01:15:00,FRA-PLANT-01,Line-A,Shift-3,P-Gadget,WO-20251105-4339,42,40,0,0,None,36.01,0.8,1.0,0.8,1.0,Running,None,Inspection,2025-11-19,1.925,40.6,6.8,11.755,OP-007,In-Progress
2025-11-05 01:15:00,FRA-PLANT-01,Line-B,Shift-3,P-Gadget,WO-20251105-6487,56,55,0,0,None,36.04,0.959,1.0,0.964,0.995,Running,None,Preventive,2025-11-07,1.849,38.31,7.21,11.575,OP-020,In-Progress
2025-11-05 01:15:00,FRA-PLANT-01,Line-C,Shift-3,P-Assembly,WO-20251105-3417,42,39,1,1,None,37.82,0.801,1.0,0.824,0.972,Running,None,Corrective,2025-11-06,1.582,39.09,6.3,12.375,OP-006,In-Progress
2025-11-05 01:30:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-5370,79,74,3,2,None,30.32,0.836,1.0,0.875,0.954,Running,None,Corrective,2025-11-08,2.527,34.48,6.68,10.873,OP-014,In-Progress
2025-11-05 01:30:00,FRA-PLANT-01,Line-B,Shift-3,P-Gadget,WO-20251105-7575,52,48,1,1,None,39.42,0.97,1.0,0.991,0.979,Running,None,Preventive,2025-11-19,2.728,37.55,6.72,10.8,OP-008,In-Progress
2025-11-05 01:30:00,FRA-PLANT-01,Line-C,Shift-3,P-Gadget,WO-20251105-4695,42,37,1,0,None,36.1,0.969,1.0,1.018,0.951,Running,None,Preventive,2025-11-07,2.683,38.41,6.88,10.809,OP-014,In-Progress
2025-11-05 01:45:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-5716,74,67,2,1,None,33.97,0.773,1.0,0.802,0.964,Running,None,Preventive,2025-11-06,1.854,40.58,6.57,11.089,OP-012,In-Progress
2025-11-05 01:45:00,FRA-PLANT-01,Line-B,Shift-3,P-Gadget,WO-20251105-6543,59,56,1,1,None,39.08,0.881,1.0,0.897,0.982,Running,None,Preventive,2025-11-06,1.743,40.5,5.61,12.996,OP-006,In-Progress
2025-11-05 01:45:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-8803,68,62,1,0,None,34.08,0.879,1.0,0.903,0.973,Running,None,Preventive,2025-11-05,2.197,36.97,6.84,12.45,OP-015,In-Progress
2025-11-05 02:00:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-8487,65,65,0,0,None,42.87,0.893,1.0,0.905,0.987,Running,None,Preventive,2025-11-08,2.405,39.74,6.63,12.781,OP-014,Completed
2025-11-05 02:00:00,FRA-PLANT-01,Line-B,Shift-3,P-Gadget,WO-20251105-5209,52,49,2,2,Misalignment,41.03,1.0,1.0,1.077,0.948,Running,None,Corrective,2025-11-12,1.305,38.18,6.49,11.036,OP-013,In-Progress
2025-11-05 02:00:00,FRA-PLANT-01,Line-C,Shift-3,P-Gadget,WO-20251105-9287,51,5,0,0,None,32.36,0.478,0.661,0.74,0.976,Maintenance,Inspection,Preventive,2025-11-12,0.692,29.42,5.64,6.366,OP-002,On-Hold
2025-11-05 02:15:00,FRA-PLANT-01,Line-A,Shift-3,P-Assembly,WO-20251105-9001,57,49,0,0,None,35.6,0.742,1.0,0.755,0.983,Running,None,Corrective,2025-11-08,2.22,34.98,6.26,11.686,OP-005,In-Progress
2025-11-05 02:15:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-9792,42,44,2,2,None,27.25,0.796,1.0,0.839,0.949,Running,None,Inspection,2025-11-06,2.183,38.79,6.66,12.903,OP-009,Completed
2025-11-05 02:15:00,FRA-PLANT-01,Line-C,Shift-3,P-Gadget,WO-20251105-8078,64,56,2,2,None,40.83,0.894,1.0,0.933,0.959,Running,None,Inspection,2025-11-07,1.577,34.33,6.74,12.674,OP-019,In-Progress
2025-11-05 02:30:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-1048,66,7,0,0,None,41.26,0.594,0.732,0.836,0.97,Breakdown,Unplanned Breakdown,Corrective,2025-11-05,1.439,32.26,5.69,3.656,OP-019,Planned
2025-11-05 02:30:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-1637,43,36,0,0,None,31.02,0.754,1.0,0.767,0.983,Running,None,Corrective,2025-11-06,1.377,40.06,6.56,11.777,OP-017,In-Progress
2025-11-05 02:30:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-4952,46,39,0,0,None,35.35,1.0,1.0,1.07,0.99,Running,None,Calibration,2025-11-19,2.601,39.26,5.97,12.118,OP-017,In-Progress
2025-11-05 02:45:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-8835,59,23,1,0,None,30.93,0.579,0.772,0.792,0.948,Changeover,Changeover,Preventive,2025-11-06,1.415,30.16,4.95,7.201,OP-016,On-Hold
2025-11-05 02:45:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-7324,75,5,0,0,None,32.6,0.797,0.866,0.965,0.953,Maintenance,Calibration,Inspection,2025-11-12,1.892,31.41,5.17,5.81,OP-014,On-Hold
2025-11-05 02:45:00,FRA-PLANT-01,Line-C,Shift-3,P-Assembly,WO-20251105-7147,62,61,3,2,None,26.56,0.801,1.0,0.849,0.943,Running,None,Calibration,2025-11-05,2.188,34.65,6.22,12.453,OP-005,In-Progress
2025-11-05 03:00:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-6486,46,43,0,0,None,28.39,1.0,1.0,1.033,0.988,Running,None,Preventive,2025-11-05,2.158,39.88,6.09,12.172,OP-017,In-Progress
2025-11-05 03:00:00,FRA-PLANT-01,Line-B,Shift-3,P-Gadget,WO-20251105-9785,51,53,2,2,None,27.84,0.787,1.0,0.822,0.958,Running,None,Preventive,2025-11-08,1.692,37.0,6.29,12.774,OP-016,Completed
2025-11-05 03:00:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-3675,52,53,1,1,None,26.89,1.0,1.0,1.096,0.971,Running,None,Preventive,2025-11-07,1.839,38.44,6.8,13.078,OP-010,Completed
2025-11-05 03:15:00,FRA-PLANT-01,Line-A,Shift-3,P-Gadget,WO-20251105-9968,42,37,2,1,None,32.88,0.816,1.0,0.867,0.941,Running,None,Inspection,2025-11-07,2.506,36.62,6.2,11.882,OP-007,In-Progress
2025-11-05 03:15:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-7569,69,69,0,0,None,39.2,0.697,1.0,0.704,0.99,Running,None,Inspection,2025-11-07,2.49,38.99,6.49,11.854,OP-020,Completed
2025-11-05 03:15:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-7208,55,54,1,1,None,33.11,0.81,1.0,0.835,0.97,Running,None,Corrective,2025-11-05,1.544,36.67,6.42,10.834,OP-012,In-Progress
2025-11-05 03:30:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-9599,49,43,2,2,None,26.29,0.68,1.0,0.722,0.941,Running,None,Preventive,2025-11-12,2.356,40.05,6.51,11.25,OP-008,In-Progress
2025-11-05 03:30:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-8080,54,17,0,0,None,29.93,0.623,0.887,0.742,0.947,Changeover,Changeover,Corrective,2025-11-19,1.523,30.35,5.33,8.772,OP-005,On-Hold
2025-11-05 03:30:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-3653,52,50,1,1,None,44.13,1.0,1.0,1.037,0.966,Running,None,Calibration,2025-11-06,1.899,40.67,6.65,12.452,OP-015,In-Progress
2025-11-05 03:45:00,FRA-PLANT-01,Line-A,Shift-3,P-Assembly,WO-20251105-7055,74,70,1,1,None,40.65,0.891,1.0,0.912,0.976,Running,None,Preventive,2025-11-06,1.638,37.22,6.31,12.216,OP-018,In-Progress
2025-11-05 03:45:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-7260,78,79,0,0,None,25.79,0.816,1.0,0.822,0.992,Running,None,Corrective,2025-11-07,2.282,38.79,6.79,12.587,OP-015,Completed
2025-11-05 03:45:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-5889,41,11,0,0,None,26.49,0.633,0.894,0.708,1.0,Idle,Quality Hold,Preventive,2025-11-06,0.792,31.45,4.49,6.009,OP-004,In-Progress
2025-11-05 04:00:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-9738,42,42,2,2,None,35.64,0.952,1.0,1.024,0.93,Running,None,Preventive,2025-11-12,1.63,33.73,6.71,12.674,OP-014,Completed
2025-11-05 04:00:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-1045,49,43,2,1,None,34.58,0.67,1.0,0.707,0.948,Running,None,Preventive,2025-11-12,1.74,35.62,6.56,12.561,OP-012,In-Progress
2025-11-05 04:00:00,FRA-PLANT-01,Line-C,Shift-3,P-Gadget,WO-20251105-1772,44,5,0,0,None,27.77,0.678,0.786,0.888,0.971,Breakdown,Unplanned Breakdown,Preventive,2025-11-08,1.782,30.94,5.39,4.226,OP-008,Planned
2025-11-05 04:15:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-5221,77,78,1,1,None,31.14,0.702,1.0,0.714,0.983,Running,None,Calibration,2025-11-07,1.88,39.77,6.27,13.039,OP-008,Completed
2025-11-05 04:15:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-4275,49,42,2,2,None,38.14,0.942,1.0,0.993,0.949,Running,None,Calibration,2025-11-07,2.359,38.35,6.25,11.653,OP-019,In-Progress
2025-11-05 04:15:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-1628,46,44,0,0,None,38.91,1.0,1.0,1.075,0.991,Running,None,Corrective,2025-11-06,2.06,40.65,6.43,12.102,OP-019,In-Progress
2025-11-05 04:30:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-7792,71,64,6,5,Misalignment,33.29,0.971,1.0,1.072,0.906,Running,None,Corrective,2025-11-08,1.887,39.04,6.4,12.684,OP-020,In-Progress
2025-11-05 04:30:00,FRA-PLANT-01,Line-B,Shift-3,P-Gadget,WO-20251105-6110,52,4,0,0,None,38.94,0.574,0.687,0.884,0.944,Breakdown,Unplanned Breakdown,Corrective,2025-11-12,0.639,30.55,5.59,3.892,OP-007,Planned
2025-11-05 04:30:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-8836,57,52,2,2,None,26.0,0.719,1.0,0.762,0.943,Running,None,Calibration,2025-11-19,1.874,36.08,6.24,12.694,OP-020,In-Progress
2025-11-05 04:45:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-1500,40,8,0,0,None,43.99,0.715,0.865,0.893,0.926,Changeover,Changeover,Corrective,2025-11-07,0.759,32.4,5.1,7.738,OP-012,On-Hold
2025-11-05 04:45:00,FRA-PLANT-01,Line-B,Shift-3,P-Gadget,WO-20251105-3521,76,67,2,1,None,36.98,0.704,1.0,0.736,0.957,Running,None,Preventive,2025-11-08,1.671,34.33,6.93,10.94,OP-007,In-Progress
2025-11-05 04:45:00,FRA-PLANT-01,Line-C,Shift-3,P-Gadget,WO-20251105-3372,79,72,1,0,None,29.01,1.0,1.0,1.096,0.977,Running,None,Corrective,2025-11-19,2.264,36.86,6.73,12.724,OP-016,In-Progress
2025-11-05 05:00:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-2384,75,70,3,3,None,43.21,0.901,1.0,0.952,0.946,Running,None,Calibration,2025-11-06,1.99,37.71,6.47,12.192,OP-013,In-Progress
2025-11-05 05:00:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-3745,53,47,1,1,None,37.1,0.909,1.0,0.946,0.961,Running,None,Calibration,2025-11-19,1.651,37.1,6.46,12.077,OP-002,In-Progress
2025-11-05 05:00:00,FRA-PLANT-01,Line-C,Shift-3,P-Assembly,WO-20251105-6280,78,66,1,1,None,42.49,0.973,1.0,1.0,0.973,Running,None,Preventive,2025-11-06,2.387,37.35,6.12,13.053,OP-001,In-Progress
2025-11-05 05:15:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-2841,69,63,1,1,None,40.13,0.941,1.0,0.967,0.974,Running,None,Corrective,2025-11-07,2.761,36.98,6.96,11.362,OP-002,In-Progress
2025-11-05 05:15:00,FRA-PLANT-01,Line-B,Shift-3,P-Widget,WO-20251105-4700,78,71,3,3,Scratch,40.0,0.979,1.0,1.037,0.944,Running,None,Preventive,2025-11-08,1.378,34.23,6.05,11.928,OP-013,In-Progress
2025-11-05 05:15:00,FRA-PLANT-01,Line-C,Shift-3,P-Gadget,WO-20251105-5443,56,5,0,0,None,34.42,0.602,0.832,0.75,0.964,Maintenance,Inspection,Preventive,2025-11-07,1.006,34.64,4.8,6.429,OP-007,On-Hold
2025-11-05 05:30:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-6133,70,72,2,2,None,36.96,0.869,1.0,0.896,0.97,Running,None,Preventive,2025-11-08,2.731,37.7,6.13,10.877,OP-019,Completed
2025-11-05 05:30:00,FRA-PLANT-01,Line-B,Shift-3,P-Assembly,WO-20251105-9585,78,25,1,0,None,44.7,0.879,0.871,1.058,0.954,Idle,None,Corrective,2025-11-06,1.08,33.54,5.43,5.675,OP-008,In-Progress
2025-11-05 05:30:00,FRA-PLANT-01,Line-C,Shift-3,P-Widget,WO-20251105-3236,40,38,1,0,None,40.14,1.0,1.0,1.094,0.948,Running,None,Corrective,2025-11-07,1.964,40.69,6.77,12.744,OP-017,In-Progress
2025-11-05 05:45:00,FRA-PLANT-01,Line-A,Shift-3,P-Widget,WO-20251105-6025,56,55,2,1,None,29.87,1.0,1.0,1.051,0.955,Running,None,Corrective,2025-11-06,1.744,36.12,6.42,12.583,OP-019,In-Progress
2025-11-05 05:45:00,FRA-PLANT-01,Line-B,Shift-3,P-Gadget,WO-20251105-7786,72,14,0,0,None,25.34,0.479,0.702,0.725,0.941,Idle,Material Shortage,Preventive,2025-11-07,1.628,33.54,4.8,5.069,OP-015,In-Progress
2025-11-05 05:45:00,FRA-PLANT-01,Line-C,Shift-3,P-Assembly,WO-20251105-2120,56,50,4,3,None,29.23,0.815,1.0,0.893,0.913,Running,None,Preventive,2025-11-08,2.187,39.42,7.09,11.619,OP-010,In-Progress
2025-11-05 06:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251105-6341,53,52,2,1,Paint,44.81,0.928,1.0,0.973,0.954,Running,None,Corrective,2025-11-05,1.915,38.37,6.56,12.344,OP-015,In-Progress
2025-11-05 06:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251105-7079,75,71,4,2,None,31.15,0.764,1.0,0.815,0.938,Running,None,Inspection,2025-11-05,2.376,38.85,6.4,12.996,OP-009,In-Progress
2025-11-05 06:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251105-2331,60,7,0,0,None,30.15,0.47,0.538,0.874,1.0,Maintenance,Inspection,Preventive,2025-11-12,1.122,28.32,5.61,5.557,OP-004,On-Hold
2025-11-05 06:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251105-4831,54,51,3,2,None,29.85,0.723,1.0,0.774,0.935,Running,None,Corrective,2025-11-08,2.601,32.37,6.38,10.956,OP-017,In-Progress
2025-11-05 06:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251105-7601,56,54,3,2,Crack,27.72,0.891,1.0,0.952,0.936,Running,None,Preventive,2025-11-06,2.316,37.96,6.79,11.523,OP-012,In-Progress
2025-11-05 06:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251105-2395,44,4,0,0,None,35.1,0.775,0.853,0.972,0.933,Breakdown,Unplanned Breakdown,Corrective,2025-11-06,1.965,33.68,5.21,4.318,OP-019,Planned
2025-11-05 06:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251105-1105,76,2,0,0,None,40.81,0.329,0.426,0.805,0.959,Breakdown,Unplanned Breakdown,Calibration,2025-11-07,1.038,31.28,5.46,4.01,OP-003,Planned
2025-11-05 06:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251105-5860,40,36,1,1,None,35.2,0.721,1.0,0.752,0.959,Running,None,Calibration,2025-11-19,2.195,34.44,6.44,12.6,OP-018,In-Progress
2025-11-05 06:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251105-3433,50,45,1,1,None,26.77,1.0,1.0,1.082,0.957,Running,None,Corrective,2025-11-12,1.802,34.14,6.45,13.011,OP-014,In-Progress
2025-11-05 06:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251105-5537,66,63,2,1,Scratch,44.94,0.845,1.0,0.882,0.958,Running,None,Corrective,2025-11-19,2.205,36.92,6.26,12.597,OP-005,In-Progress
2025-11-05 06:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251105-8434,51,51,2,1,None,39.77,0.977,1.0,1.022,0.955,Running,None,Preventive,2025-11-12,1.917,40.95,6.3,11.47,OP-013,Completed
2025-11-05 06:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251105-9702,65,59,3,2,None,26.61,0.963,1.0,1.016,0.948,Running,None,Calibration,2025-11-07,2.311,37.7,6.31,11.815,OP-013,In-Progress
2025-11-05 07:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251105-8769,71,68,3,2,None,25.76,0.716,1.0,0.759,0.944,Running,None,Inspection,2025-11-12,1.367,34.97,6.28,13.001,OP-001,In-Progress
2025-11-05 07:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251105-6283,73,13,0,0,None,38.78,0.378,0.369,1.028,0.995,Maintenance,Calibration,Inspection,2025-11-08,1.1,37.99,4.96,5.923,OP-017,On-Hold
2025-11-05 07:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251105-4232,53,53,3,2,None,43.09,0.842,1.0,0.901,0.935,Running,None,Corrective,2025-11-06,2.056,34.67,6.5,11.915,OP-001,Completed
2025-11-05 07:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251105-5491,56,20,0,0,None,41.5,0.323,0.393,0.824,0.999,Changeover,Changeover,Preventive,2025-11-12,0.542,30.35,5.19,8.111,OP-002,On-Hold
2025-11-05 07:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Assembly,WO-20251105-4297,63,61,0,0,None,32.91,1.0,1.0,1.027,0.99,Running,None,Preventive,2025-11-19,2.432,41.24,6.56,12.163,OP-010,In-Progress
2025-11-05 07:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251105-4811,41,36,1,0,None,39.91,0.742,1.0,0.782,0.949,Running,None,Preventive,2025-11-12,1.688,42.29,6.87,11.503,OP-004,In-Progress
2025-11-05 07:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251105-3170,55,51,1,0,None,34.12,0.808,1.0,0.838,0.965,Running,None,Preventive,2025-11-19,2.172,39.47,6.68,12.465,OP-013,In-Progress
2025-11-05 07:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251105-8066,54,5,0,0,None,25.4,0.574,0.641,0.902,0.993,Breakdown,Unplanned Breakdown,Preventive,2025-11-07,0.778,31.46,5.08,4.02,OP-014,Planned
2025-11-05 07:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251105-6409,58,54,1,1,None,39.69,0.964,1.0,0.999,0.965,Running,None,Preventive,2025-11-08,1.936,39.25,6.27,11.406,OP-014,In-Progress
2025-11-05 07:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Assembly,WO-20251105-7347,52,46,2,1,None,36.8,0.781,1.0,0.819,0.954,Running,None,Preventive,2025-11-12,2.454,35.99,6.24,10.884,OP-010,In-Progress
2025-11-05 07:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251105-2590,64,58,4,3,None,35.88,0.916,1.0,0.996,0.92,Running,None,Preventive,2025-11-12,2.151,36.43,7.09,12.494,OP-016,In-Progress
2025-11-05 07:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251105-7609,42,41,2,1,None,40.91,0.782,1.0,0.834,0.938,Running,None,Calibration,2025-11-12,2.199,38.47,6.53,10.808,OP-003,In-Progress
2025-11-05 08:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251105-7611,40,39,1,0,None,35.87,0.854,1.0,0.887,0.962,Running,None,Corrective,2025-11-07,2.084,42.73,6.32,11.106,OP-009,In-Progress
2025-11-05 08:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251105-6267,74,76,3,2,None,32.84,0.789,1.0,0.824,0.957,Running,None,Preventive,2025-11-06,1.177,38.01,6.34,11.404,OP-008,Completed
2025-11-05 08:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251105-2655,45,13,0,0,None,35.6,0.357,0.509,0.73,0.96,Changeover,Changeover,Corrective,2025-11-12,1.326,32.52,5.09,8.633,OP-014,On-Hold
2025-11-05 08:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251105-2976,45,41,2,1,None,29.21,1.0,1.0,1.08,0.949,Running,None,Inspection,2025-11-07,1.91,36.04,6.66,11.605,OP-009,In-Progress
2025-11-05 08:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251105-7413,68,4,0,0,None,43.58,0.644,0.868,0.754,0.983,Maintenance,Inspection,Inspection,2025-11-08,0.829,28.8,4.79,5.607,OP-016,On-Hold
2025-11-05 08:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Assembly,WO-20251105-2529,61,54,5,3,None,32.37,0.767,1.0,0.846,0.907,Running,None,Preventive,2025-11-12,1.862,40.38,6.97,13.103,OP-017,In-Progress
2025-11-05 08:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Gadget,WO-20251105-3268,47,44,2,1,None,44.67,0.805,1.0,0.857,0.94,Running,None,Corrective,2025-11-07,1.875,35.74,6.7,11.67,OP-001,In-Progress
2025-11-05 08:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Widget,WO-20251105-5329,65,64,4,3,None,30.18,0.672,1.0,0.728,0.923,Running,None,Preventive,2025-11-12,1.896,38.22,6.0,11.792,OP-014,In-Progress
2025-11-05 08:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251105-3822,59,61,2,1,None,43.49,0.715,1.0,0.742,0.964,Running,None,Inspection,2025-11-07,1.826,38.08,6.67,11.73,OP-019,Completed
2025-11-05 08:45:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251105-6825,78,12,0,0,None,28.31,0.681,0.938,0.738,0.983,Maintenance,Inspection,Preventive,2025-11-08,2.084,31.06,5.4,6.107,OP-014,On-Hold
2025-11-05 08:45:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251105-1858,77,79,2,1,Paint,32.32,1.0,1.0,1.08,0.974,Running,None,Corrective,2025-11-06,1.817,35.49,6.71,11.59,OP-009,Completed
2025-11-05 08:45:00,FRA-PLANT-01,Line-C,Shift-1,P-Gadget,WO-20251105-9131,48,46,2,1,Crack,40.66,0.722,1.0,0.758,0.953,Running,None,Calibration,2025-11-05,1.401,37.16,6.97,11.981,OP-007,In-Progress
2025-11-05 09:00:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251105-2127,45,3,0,0,None,31.43,0.624,0.771,0.814,0.994,Maintenance,Inspection,Inspection,2025-11-06,1.199,32.22,5.02,6.303,OP-019,On-Hold
2025-11-05 09:00:00,FRA-PLANT-01,Line-B,Shift-1,P-Assembly,WO-20251105-1191,58,56,3,3,None,30.4,0.898,1.0,0.967,0.929,Running,None,Preventive,2025-11-07,1.512,37.95,6.44,12.735,OP-013,In-Progress
2025-11-05 09:00:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251105-5554,64,62,2,1,Crack,33.67,0.811,1.0,0.851,0.953,Running,None,Preventive,2025-11-08,2.236,37.54,6.19,12.497,OP-011,In-Progress
2025-11-05 09:15:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251105-6892,61,62,1,0,None,37.89,0.981,1.0,1.003,0.978,Running,None,Inspection,2025-11-08,2.337,35.11,6.66,11.083,OP-017,Completed
2025-11-05 09:15:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251105-8111,73,68,2,1,None,27.13,1.0,1.0,1.088,0.958,Running,None,Corrective,2025-11-05,2.093,42.32,6.92,11.279,OP-020,In-Progress
2025-11-05 09:15:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251105-1435,73,73,6,4,None,38.54,0.879,1.0,0.97,0.906,Running,None,Preventive,2025-11-12,2.741,40.46,6.48,13.15,OP-008,Completed
2025-11-05 09:30:00,FRA-PLANT-01,Line-A,Shift-1,P-Widget,WO-20251105-6834,71,68,1,1,None,33.65,1.0,1.0,1.027,0.981,Running,None,Preventive,2025-11-12,1.536,33.33,6.67,11.271,OP-005,In-Progress
2025-11-05 09:30:00,FRA-PLANT-01,Line-B,Shift-1,P-Gadget,WO-20251105-6630,46,47,1,0,None,43.64,0.824,1.0,0.85,0.969,Running,None,Corrective,2025-11-08,1.345,34.31,6.94,10.994,OP-017,Completed
2025-11-05 09:30:00,FRA-PLANT-01,Line-C,Shift-1,P-Widget,WO-20251105-6856,52,53,3,1,None,29.32,0.702,1.0,0.751,0.935,Running,None,Corrective,2025-11-12,2.168,34.84,7.28,11.55,OP-002,Completed
